FLOCK_TRANSACTION_ID,FLOCK_ID,TRANSACTION_TYPE,QUANTITY,TRANSACTION_DATE,NOTES
DEV_MIGRATION_FT_01024,DEV_MIGRATION_FL_00256,Sale,124,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01025,DEV_MIGRATION_FL_00257,Count,100,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01026,DEV_MIGRATION_FL_00257,Delivery,101,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01027,DEV_MIGRATION_FL_00257,Removal,102,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01028,DEV_MIGRATION_FL_00257,Sale,103,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01029,DEV_MIGRATION_FL_00258,Count,104,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01030,DEV_MIGRATION_FL_00258,Delivery,105,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01031,DEV_MIGRATION_FL_00258,Removal,106,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01032,DEV_MIGRATION_FL_00258,Sale,107,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01033,DEV_MIGRATION_FL_00259,Count,108,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01034,DEV_MIGRATION_FL_00259,Delivery,109,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01035,DEV_MIGRATION_FL_00259,Removal,110,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01036,DEV_MIGRATION_FL_00259,Sale,111,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01037,DEV_MIGRATION_FL_00260,Count,112,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01038,DEV_MIGRATION_FL_00260,Delivery,113,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01039,DEV_MIGRATION_FL_00260,Removal,114,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01040,DEV_MIGRATION_FL_00260,Sale,115,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01041,DEV_MIGRATION_FL_00261,Count,116,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01042,DEV_MIGRATION_FL_00261,Delivery,117,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01043,DEV_MIGRATION_FL_00261,Removal,118,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01044,DEV_MIGRATION_FL_00261,Sale,119,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01045,DEV_MIGRATION_FL_00262,Count,120,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01046,DEV_MIGRATION_FL_00262,Delivery,121,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01047,DEV_MIGRATION_FL_00262,Removal,122,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01048,DEV_MIGRATION_FL_00262,Sale,123,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01049,DEV_MIGRATION_FL_00263,Count,124,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01050,DEV_MIGRATION_FL_00263,Delivery,100,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01051,DEV_MIGRATION_FL_00263,Removal,101,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01052,DEV_MIGRATION_FL_00263,Sale,102,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01053,DEV_MIGRATION_FL_00264,Count,103,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01054,DEV_MIGRATION_FL_00264,Delivery,104,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01055,DEV_MIGRATION_FL_00264,Removal,105,2025-11-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01056,DEV_MIGRATION_FL_00264,Sale,106,2025-12-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01057,DEV_MIGRATION_FL_00265,Count,107,2025-01-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01058,DEV_MIGRATION_FL_00265,Delivery,108,2025-02-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01059,DEV_MIGRATION_FL_00265,Removal,109,2025-03-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01060,DEV_MIGRATION_FL_00265,Sale,110,2025-04-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01061,DEV_MIGRATION_FL_00266,Count,111,2025-05-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01062,DEV_MIGRATION_FL_00266,Delivery,112,2025-06-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01063,DEV_MIGRATION_FL_00266,Removal,113,2025-07-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01064,DEV_MIGRATION_FL_00266,Sale,114,2025-08-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01065,DEV_MIGRATION_FL_00267,Count,115,2025-09-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01066,DEV_MIGRATION_FL_00267,Delivery,116,2025-10-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01067,DEV_MIGRATION_FL_00267,Removal,117,2025-11-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01068,DEV_MIGRATION_FL_00267,Sale,118,2025-12-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01069,DEV_MIGRATION_FL_00268,Count,119,2025-01-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01070,DEV_MIGRATION_FL_00268,Delivery,120,2025-02-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01071,DEV_MIGRATION_FL_00268,Removal,121,2025-03-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01072,DEV_MIGRATION_FL_00268,Sale,122,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01073,DEV_MIGRATION_FL_00269,Count,123,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01074,DEV_MIGRATION_FL_00269,Delivery,124,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01075,DEV_MIGRATION_FL_00269,Removal,100,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01076,DEV_MIGRATION_FL_00269,Sale,101,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01077,DEV_MIGRATION_FL_00270,Count,102,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01078,DEV_MIGRATION_FL_00270,Delivery,103,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01079,DEV_MIGRATION_FL_00270,Removal,104,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01080,DEV_MIGRATION_FL_00270,Sale,105,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01081,DEV_MIGRATION_FL_00271,Count,106,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01082,DEV_MIGRATION_FL_00271,Delivery,107,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01083,DEV_MIGRATION_FL_00271,Removal,108,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01084,DEV_MIGRATION_FL_00271,Sale,109,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01085,DEV_MIGRATION_FL_00272,Count,110,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01086,DEV_MIGRATION_FL_00272,Delivery,111,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01087,DEV_MIGRATION_FL_00272,Removal,112,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01088,DEV_MIGRATION_FL_00272,Sale,113,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01089,DEV_MIGRATION_FL_00273,Count,114,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01090,DEV_MIGRATION_FL_00273,Delivery,115,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01091,DEV_MIGRATION_FL_00273,Removal,116,2025-11-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01092,DEV_MIGRATION_FL_00273,Sale,117,2025-12-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01093,DEV_MIGRATION_FL_00274,Count,118,2025-01-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01094,DEV_MIGRATION_FL_00274,Delivery,119,2025-02-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01095,DEV_MIGRATION_FL_00274,Removal,120,2025-03-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01096,DEV_MIGRATION_FL_00274,Sale,121,2025-04-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01097,DEV_MIGRATION_FL_00275,Count,122,2025-05-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01098,DEV_MIGRATION_FL_00275,Delivery,123,2025-06-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01099,DEV_MIGRATION_FL_00275,Removal,124,2025-07-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01100,DEV_MIGRATION_FL_00275,Sale,100,2025-08-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01101,DEV_MIGRATION_FL_00276,Count,101,2025-09-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01102,DEV_MIGRATION_FL_00276,Delivery,102,2025-10-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01103,DEV_MIGRATION_FL_00276,Removal,103,2025-11-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01104,DEV_MIGRATION_FL_00276,Sale,104,2025-12-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01105,DEV_MIGRATION_FL_00277,Count,105,2025-01-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01106,DEV_MIGRATION_FL_00277,Delivery,106,2025-02-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01107,DEV_MIGRATION_FL_00277,Removal,107,2025-03-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01108,DEV_MIGRATION_FL_00277,Sale,108,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01109,DEV_MIGRATION_FL_00278,Count,109,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01110,DEV_MIGRATION_FL_00278,Delivery,110,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01111,DEV_MIGRATION_FL_00278,Removal,111,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01112,DEV_MIGRATION_FL_00278,Sale,112,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01113,DEV_MIGRATION_FL_00279,Count,113,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01114,DEV_MIGRATION_FL_00279,Delivery,114,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01115,DEV_MIGRATION_FL_00279,Removal,115,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01116,DEV_MIGRATION_FL_00279,Sale,116,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01117,DEV_MIGRATION_FL_00280,Count,117,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01118,DEV_MIGRATION_FL_00280,Delivery,118,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01119,DEV_MIGRATION_FL_00280,Removal,119,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01120,DEV_MIGRATION_FL_00280,Sale,120,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01121,DEV_MIGRATION_FL_00281,Count,121,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01122,DEV_MIGRATION_FL_00281,Delivery,122,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01123,DEV_MIGRATION_FL_00281,Removal,123,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01124,DEV_MIGRATION_FL_00281,Sale,124,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01125,DEV_MIGRATION_FL_00282,Count,100,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01126,DEV_MIGRATION_FL_00282,Delivery,101,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01127,DEV_MIGRATION_FL_00282,Removal,102,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01128,DEV_MIGRATION_FL_00282,Sale,103,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01129,DEV_MIGRATION_FL_00283,Count,104,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01130,DEV_MIGRATION_FL_00283,Delivery,105,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01131,DEV_MIGRATION_FL_00283,Removal,106,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01132,DEV_MIGRATION_FL_00283,Sale,107,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01133,DEV_MIGRATION_FL_00284,Count,108,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01134,DEV_MIGRATION_FL_00284,Delivery,109,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01135,DEV_MIGRATION_FL_00284,Removal,110,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01136,DEV_MIGRATION_FL_00284,Sale,111,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01137,DEV_MIGRATION_FL_00285,Count,112,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01138,DEV_MIGRATION_FL_00285,Delivery,113,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01139,DEV_MIGRATION_FL_00285,Removal,114,2025-11-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01140,DEV_MIGRATION_FL_00285,Sale,115,2025-12-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01141,DEV_MIGRATION_FL_00286,Count,116,2025-01-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01142,DEV_MIGRATION_FL_00286,Delivery,117,2025-02-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01143,DEV_MIGRATION_FL_00286,Removal,118,2025-03-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01144,DEV_MIGRATION_FL_00286,Sale,119,2025-04-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01145,DEV_MIGRATION_FL_00287,Count,120,2025-05-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01146,DEV_MIGRATION_FL_00287,Delivery,121,2025-06-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01147,DEV_MIGRATION_FL_00287,Removal,122,2025-07-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01148,DEV_MIGRATION_FL_00287,Sale,123,2025-08-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01149,DEV_MIGRATION_FL_00288,Count,124,2025-09-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01150,DEV_MIGRATION_FL_00288,Delivery,100,2025-10-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01151,DEV_MIGRATION_FL_00288,Removal,101,2025-11-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01152,DEV_MIGRATION_FL_00288,Sale,102,2025-12-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01153,DEV_MIGRATION_FL_00289,Count,103,2025-01-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01154,DEV_MIGRATION_FL_00289,Delivery,104,2025-02-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01155,DEV_MIGRATION_FL_00289,Removal,105,2025-03-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01156,DEV_MIGRATION_FL_00289,Sale,106,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01157,DEV_MIGRATION_FL_00290,Count,107,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01158,DEV_MIGRATION_FL_00290,Delivery,108,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01159,DEV_MIGRATION_FL_00290,Removal,109,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01160,DEV_MIGRATION_FL_00290,Sale,110,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01161,DEV_MIGRATION_FL_00291,Count,111,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01162,DEV_MIGRATION_FL_00291,Delivery,112,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01163,DEV_MIGRATION_FL_00291,Removal,113,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01164,DEV_MIGRATION_FL_00291,Sale,114,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01165,DEV_MIGRATION_FL_00292,Count,115,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01166,DEV_MIGRATION_FL_00292,Delivery,116,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01167,DEV_MIGRATION_FL_00292,Removal,117,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01168,DEV_MIGRATION_FL_00292,Sale,118,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01169,DEV_MIGRATION_FL_00293,Count,119,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01170,DEV_MIGRATION_FL_00293,Delivery,120,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01171,DEV_MIGRATION_FL_00293,Removal,121,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01172,DEV_MIGRATION_FL_00293,Sale,122,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01173,DEV_MIGRATION_FL_00294,Count,123,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01174,DEV_MIGRATION_FL_00294,Delivery,124,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01175,DEV_MIGRATION_FL_00294,Removal,100,2025-11-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01176,DEV_MIGRATION_FL_00294,Sale,101,2025-12-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01177,DEV_MIGRATION_FL_00295,Count,102,2025-01-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01178,DEV_MIGRATION_FL_00295,Delivery,103,2025-02-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01179,DEV_MIGRATION_FL_00295,Removal,104,2025-03-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01180,DEV_MIGRATION_FL_00295,Sale,105,2025-04-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01181,DEV_MIGRATION_FL_00296,Count,106,2025-05-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01182,DEV_MIGRATION_FL_00296,Delivery,107,2025-06-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01183,DEV_MIGRATION_FL_00296,Removal,108,2025-07-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01184,DEV_MIGRATION_FL_00296,Sale,109,2025-08-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01185,DEV_MIGRATION_FL_00297,Count,110,2025-09-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01186,DEV_MIGRATION_FL_00297,Delivery,111,2025-10-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01187,DEV_MIGRATION_FL_00297,Removal,112,2025-11-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01188,DEV_MIGRATION_FL_00297,Sale,113,2025-12-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01189,DEV_MIGRATION_FL_00298,Count,114,2025-01-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01190,DEV_MIGRATION_FL_00298,Delivery,115,2025-02-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01191,DEV_MIGRATION_FL_00298,Removal,116,2025-03-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01192,DEV_MIGRATION_FL_00298,Sale,117,2025-04-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01193,DEV_MIGRATION_FL_00299,Count,118,2025-05-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01194,DEV_MIGRATION_FL_00299,Delivery,119,2025-06-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01195,DEV_MIGRATION_FL_00299,Removal,120,2025-07-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01196,DEV_MIGRATION_FL_00299,Sale,121,2025-08-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01197,DEV_MIGRATION_FL_00300,Count,122,2025-09-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01198,DEV_MIGRATION_FL_00300,Delivery,123,2025-10-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01199,DEV_MIGRATION_FL_00300,Removal,124,2025-11-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01200,DEV_MIGRATION_FL_00300,Sale,100,2025-12-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01201,DEV_MIGRATION_FL_00301,Count,101,2025-01-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01202,DEV_MIGRATION_FL_00301,Delivery,102,2025-02-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01203,DEV_MIGRATION_FL_00301,Removal,103,2025-03-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01204,DEV_MIGRATION_FL_00301,Sale,104,2025-04-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01205,DEV_MIGRATION_FL_00302,Count,105,2025-05-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01206,DEV_MIGRATION_FL_00302,Delivery,106,2025-06-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01207,DEV_MIGRATION_FL_00302,Removal,107,2025-07-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01208,DEV_MIGRATION_FL_00302,Sale,108,2025-08-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01209,DEV_MIGRATION_FL_00303,Count,109,2025-09-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01210,DEV_MIGRATION_FL_00303,Delivery,110,2025-10-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01211,DEV_MIGRATION_FL_00303,Removal,111,2025-11-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01212,DEV_MIGRATION_FL_00303,Sale,112,2025-12-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01213,DEV_MIGRATION_FL_00304,Count,113,2025-01-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01214,DEV_MIGRATION_FL_00304,Delivery,114,2025-02-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01215,DEV_MIGRATION_FL_00304,Removal,115,2025-03-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01216,DEV_MIGRATION_FL_00304,Sale,116,2025-04-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01217,DEV_MIGRATION_FL_00305,Count,117,2025-05-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01218,DEV_MIGRATION_FL_00305,Delivery,118,2025-06-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01219,DEV_MIGRATION_FL_00305,Removal,119,2025-07-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01220,DEV_MIGRATION_FL_00305,Sale,120,2025-08-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01221,DEV_MIGRATION_FL_00306,Count,121,2025-09-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01222,DEV_MIGRATION_FL_00306,Delivery,122,2025-10-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01223,DEV_MIGRATION_FL_00306,Removal,123,2025-11-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01224,DEV_MIGRATION_FL_00306,Sale,124,2025-12-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01225,DEV_MIGRATION_FL_00307,Count,100,2025-01-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01226,DEV_MIGRATION_FL_00307,Delivery,101,2025-02-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01227,DEV_MIGRATION_FL_00307,Removal,102,2025-03-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01228,DEV_MIGRATION_FL_00307,Sale,103,2025-04-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01229,DEV_MIGRATION_FL_00308,Count,104,2025-05-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01230,DEV_MIGRATION_FL_00308,Delivery,105,2025-06-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01231,DEV_MIGRATION_FL_00308,Removal,106,2025-07-27,Fictional transaction fixture.
DEV_MIGRATION_FT_01232,DEV_MIGRATION_FL_00308,Sale,107,2025-08-28,Fictional transaction fixture.
DEV_MIGRATION_FT_01233,DEV_MIGRATION_FL_00309,Count,108,2025-09-01,Fictional transaction fixture.
DEV_MIGRATION_FT_01234,DEV_MIGRATION_FL_00309,Delivery,109,2025-10-02,Fictional transaction fixture.
DEV_MIGRATION_FT_01235,DEV_MIGRATION_FL_00309,Removal,110,2025-11-03,Fictional transaction fixture.
DEV_MIGRATION_FT_01236,DEV_MIGRATION_FL_00309,Sale,111,2025-12-04,Fictional transaction fixture.
DEV_MIGRATION_FT_01237,DEV_MIGRATION_FL_00310,Count,112,2025-01-05,Fictional transaction fixture.
DEV_MIGRATION_FT_01238,DEV_MIGRATION_FL_00310,Delivery,113,2025-02-06,Fictional transaction fixture.
DEV_MIGRATION_FT_01239,DEV_MIGRATION_FL_00310,Removal,114,2025-03-07,Fictional transaction fixture.
DEV_MIGRATION_FT_01240,DEV_MIGRATION_FL_00310,Sale,115,2025-04-08,Fictional transaction fixture.
DEV_MIGRATION_FT_01241,DEV_MIGRATION_FL_00311,Count,116,2025-05-09,Fictional transaction fixture.
DEV_MIGRATION_FT_01242,DEV_MIGRATION_FL_00311,Delivery,117,2025-06-10,Fictional transaction fixture.
DEV_MIGRATION_FT_01243,DEV_MIGRATION_FL_00311,Removal,118,2025-07-11,Fictional transaction fixture.
DEV_MIGRATION_FT_01244,DEV_MIGRATION_FL_00311,Sale,119,2025-08-12,Fictional transaction fixture.
DEV_MIGRATION_FT_01245,DEV_MIGRATION_FL_00312,Count,120,2025-09-13,Fictional transaction fixture.
DEV_MIGRATION_FT_01246,DEV_MIGRATION_FL_00312,Delivery,121,2025-10-14,Fictional transaction fixture.
DEV_MIGRATION_FT_01247,DEV_MIGRATION_FL_00312,Removal,122,2025-11-15,Fictional transaction fixture.
DEV_MIGRATION_FT_01248,DEV_MIGRATION_FL_00312,Sale,123,2025-12-16,Fictional transaction fixture.
DEV_MIGRATION_FT_01249,DEV_MIGRATION_FL_00313,Count,124,2025-01-17,Fictional transaction fixture.
DEV_MIGRATION_FT_01250,DEV_MIGRATION_FL_00313,Delivery,100,2025-02-18,Fictional transaction fixture.
DEV_MIGRATION_FT_01251,DEV_MIGRATION_FL_00313,Removal,101,2025-03-19,Fictional transaction fixture.
DEV_MIGRATION_FT_01252,DEV_MIGRATION_FL_00313,Sale,102,2025-04-20,Fictional transaction fixture.
DEV_MIGRATION_FT_01253,DEV_MIGRATION_FL_00314,Count,103,2025-05-21,Fictional transaction fixture.
DEV_MIGRATION_FT_01254,DEV_MIGRATION_FL_00314,Delivery,104,2025-06-22,Fictional transaction fixture.
DEV_MIGRATION_FT_01255,DEV_MIGRATION_FL_00314,Removal,105,2025-07-23,Fictional transaction fixture.
DEV_MIGRATION_FT_01256,DEV_MIGRATION_FL_00314,Sale,106,2025-08-24,Fictional transaction fixture.
DEV_MIGRATION_FT_01257,DEV_MIGRATION_FL_00315,Count,107,2025-09-25,Fictional transaction fixture.
DEV_MIGRATION_FT_01258,DEV_MIGRATION_FL_00315,Delivery,108,2025-10-26,Fictional transaction fixture.
DEV_MIGRATION_FT_01259,DEV_MIGRATION_FL_00315,Removal,109,2025-11-27,Fictional transaction fixture.
